,row_id,x,y,accuracy,time,place_id
21940334,21940334,2.4972,2.2441,65,391833,7168649657
21940474,21940474,2.3395,2.4075,64,743261,9854557730
21940647,21940647,2.4926,2.217,113,212877,7842906061
21940731,21940731,2.3106,2.2011,198,480150,8635054095
21940878,21940878,2.0987,2.3735,175,457962,3869813743
21941001,21941001,2.1203,2.2233,165,774481,3826621337
21941166,21941166,2.472,2.4098,74,102297,1415635170
21941887,21941887,2.0779,2.16,57,274432,5594593912
21943054,21943054,2.1246,2.0896,49,681749,7707520131
21944535,21944535,2.4976,2.2191,2,511642,2233635555
21944995,21944995,2.4419,2.4965,45,560658,9925777800
21945249,21945249,2.3726,2.2783,247,22097,5201352257
21945605,21945605,2.0229,2.1289,11,684896,8805392384
21945675,21945675,2.3958,2.2762,85,570209,2819110495
21945928,21945928,2.1515,2.2366,37,785019,4895788215
21945970,21945970,2.1603,2.3368,105,748113,8914246980
21947145,21947145,2.3779,2.0072,79,727474,7702049746
21947585,21947585,2.3831,2.2083,71,299355,2636621520
21947723,21947723,2.1688,2.0187,51,442869,1877229383
21947847,21947847,2.4058,2.2656,33,61248,2819110495
21947870,21947870,2.1866,2.4481,92,611265,1806089245
21947994,21947994,2.4359,2.2622,57,507737,9886872875
21948666,21948666,2.1954,2.1159,64,502469,4478559526
21949211,21949211,2.0141,2.263,20,561941,5114992458
21949540,21949540,2.3408,2.3678,68,549550,6845868597
21951186,21951186,2.4568,2.1394,10,102267,3958678140
21951374,21951374,2.0356,2.482,14,397215,4444669498
21951654,21951654,2.3431,2.0496,14,99811,6609528716
21951665,21951665,2.1427,2.2345,31,668396,4895788215
21951677,21951677,2.0994,2.1247,127,675529,2860908164
21951686,21951686,2.2171,2.2529,64,332610,1207701286
21951839,21951839,2.1708,2.3723,60,545100,1141071773
21952003,21952003,2.3274,2.2531,166,540821,5202212594
21952477,21952477,2.201,2.3719,346,110417,4603607214
21952749,21952749,2.3927,2.2132,34,674170,9799635093
21953958,21953958,2.1511,2.0826,72,389380,4060061233
21954488,21954488,2.0418,2.26,73,490970,1124621228
21955170,21955170,2.2336,2.0063,51,649008,3682893606
21955801,21955801,2.0582,2.4213,57,179973,6914819828
21956112,21956112,2.0052,2.4858,64,81361,9904182060
21956772,21956772,2.0233,2.2832,58,536221,8910836365
21956971,21956971,2.2098,2.3533,77,9535,8914246980
21957010,21957010,2.417,2.1603,15,301493,5594593912
21958411,21958411,2.4583,2.0829,21,403579,7511942547
21959542,21959542,2.1768,2.4924,160,352080,2745931062
21959550,21959550,2.0809,2.4308,231,205999,5737973743
21959577,21959577,2.4453,2.2099,167,163694,6415973399
21960048,21960048,2.1884,2.4514,67,384769,5047538029
21960199,21960199,2.1174,2.0452,156,757486,8901439897
21960611,21960611,2.2023,2.3799,162,296185,9953487159
21961206,21961206,2.2162,2.3368,15,259169,1763501324
21961477,21961477,2.4253,2.1708,62,692372,4726736726
21962532,21962532,2.0427,2.2418,32,501261,7782472711
21963082,21963082,2.344,2.0946,60,62200,4740794071
21963693,21963693,2.0411,2.439,1,739582,5737973743
21963928,21963928,2.114,2.0989,58,376394,8744618944
21964409,21964409,2.3406,2.0131,73,720279,1923792485
21964519,21964519,2.4032,2.1938,54,733579,6194212209
21964995,21964995,2.4064,2.1257,69,262298,3958678140
21965115,21965115,2.2581,2.0745,79,197507,7727090889
21965351,21965351,2.4868,2.2717,60,373221,5265295166
21965945,21965945,2.0864,2.296,355,200069,2326073244
21967525,21967525,2.3875,2.4532,68,585166,1837168749
21967576,21967576,2.4509,2.3808,79,372281,3615845346
21968612,21968612,2.1594,2.1361,58,652612,2308224127
21968711,21968711,2.4101,2.3414,65,25623,4980449560
21969556,21969556,2.4343,2.4441,70,93408,4531659341
21969948,21969948,2.3947,2.3031,71,522599,6201971924
21970466,21970466,2.4808,2.3999,8,352509,1472188541
21971511,21971511,2.2685,2.4026,9,757440,7547963563
21971804,21971804,2.1129,2.1321,14,624437,2229240493
21971851,21971851,2.4606,2.4275,46,746362,7398982187
21973131,21973131,2.2705,2.0947,1,127737,7707520131
21973191,21973191,2.2037,2.0083,5,784160,3539133103
21973272,21973272,2.3196,2.1579,29,110882,8001706259
21973427,21973427,2.4153,2.1539,69,396098,3958678140
21973899,21973899,2.4199,2.0659,105,464789,5048587154
21974160,21974160,2.4943,2.3203,68,582430,8421868147
21974352,21974352,2.3237,2.4295,4,275242,1538901962
21974663,21974663,2.1168,2.429,188,435958,6914819828
21974914,21974914,2.4094,2.2031,4,469011,7842906061
21974998,21974998,2.0612,2.0354,158,154612,1247398579
21975001,21975001,2.1548,2.1287,13,570213,5114946464
21975761,21975761,2.4566,2.3608,44,667861,6178218782
21975868,21975868,2.2492,2.0114,49,348045,3539133103
21976517,21976517,2.0479,2.4308,33,28480,6914819828
21977092,21977092,2.0292,2.3642,6,116467,7827992499
21977971,21977971,2.234,2.1959,23,592115,8635054095
21978581,21978581,2.0893,2.1844,20,573478,8635054095
21979146,21979146,2.1809,2.1966,11,219815,9021444238
21980079,21980079,2.1854,2.0792,57,311559,4060061233
21981144,21981144,2.1247,2.0426,156,700806,8901439897
21981659,21981659,2.0904,2.1331,32,680804,8805392384
21982181,21982181,2.0614,2.3881,62,256163,6612358638
21982186,21982186,2.4187,2.1807,53,678011,4726736726
21982189,21982189,2.152,2.0241,5,14289,2285707987
21982859,21982859,2.4405,2.2905,177,737052,5834503327
21982910,21982910,2.1053,2.3737,62,723627,8980163153
21983690,21983690,2.3428,2.4379,69,204654,2114811631
21984118,21984118,2.2766,2.2693,3,2857,1754990946
21984285,21984285,2.1731,2.357,66,244223,8914246980
21984550,21984550,2.0297,2.2271,60,295370,7782472711
21985124,21985124,2.3895,2.2615,3,480619,6999024158
21985833,21985833,2.3915,2.4605,282,678712,2212664350
21986267,21986267,2.2485,2.3207,21,623546,9775192577
21986800,21986800,2.4298,2.3625,36,574210,6178218782
21986979,21986979,2.0679,2.1265,601,758402,7166037093
21987077,21987077,2.3268,2.0334,11,502127,3675914261
21987801,21987801,2.412,2.1404,35,164373,3958678140
21988431,21988431,2.4244,2.3408,63,595093,3193608599
21988654,21988654,2.3923,2.2911,115,16704,2819110495
21989060,21989060,2.3811,2.2682,55,517054,7065571836
21989812,21989812,2.3292,2.2552,68,183731,6002369994
21989985,21989985,2.4484,2.4876,6,309396,2615125270
21990277,21990277,2.4832,2.0654,71,560835,9118212765
21990465,21990465,2.4541,2.3421,32,739809,4980449560
21990488,21990488,2.1847,2.4711,13,66314,2114811631
21991164,21991164,2.4888,2.2069,72,733928,9457857629
21991685,21991685,2.1038,2.381,56,197945,8980163153
21991915,21991915,2.4983,2.3092,22,182802,3359704573
21992883,21992883,2.2643,2.0746,142,69203,7727090889
21993078,21993078,2.012,2.2653,62,212551,8910836365
21993108,21993108,2.3476,2.0939,23,309185,1040557418
21993312,21993312,2.0712,2.4146,76,374228,6914819828
21993360,21993360,2.0438,2.1326,52,357100,5114946464
21993675,21993675,2.3939,2.4452,35,323395,1837168749
21994449,21994449,2.4502,2.264,21,181495,5611157367
21995969,21995969,2.4492,2.2487,20,768344,2182603983
21996269,21996269,2.0151,2.493,55,55395,9904182060
21998339,21998339,2.0015,2.4272,65,428019,7058877770
22000123,22000123,2.3731,2.0569,89,712161,2127006645
22000246,22000246,2.2972,2.1789,63,133751,9983648790
22000602,22000602,2.0975,2.1481,23,770346,7871572134
22001338,22001338,2.1795,2.1325,12,313472,7431930642
22002344,22002344,2.0636,2.4862,76,25200,9904182060
22003048,22003048,2.4128,2.1729,14,56458,1068428112
22003075,22003075,2.3168,2.3762,81,747550,5819752598
22003456,22003456,2.3209,2.4133,69,10198,2579541805
22003539,22003539,2.209,2.0927,173,360862,5599234491
22003828,22003828,2.4239,2.0028,61,695965,1026507711
22004135,22004135,2.074,2.0468,104,699039,5845520128
22004145,22004145,2.1132,2.0671,62,457951,3455925971
22004297,22004297,2.2262,2.2397,15,305296,1207701286
22004323,22004323,2.2072,2.2163,70,160543,4027129926
22004531,22004531,2.0286,2.1281,532,680421,8805392384
22005460,22005460,2.4542,2.1123,65,691283,5851410142
22005643,22005643,2.067,2.1841,7,344508,2850087121
22006145,22006145,2.1517,2.1639,6,603090,9499358753
22006395,22006395,2.0734,2.2018,3,125391,8635054095
22006446,22006446,2.3354,2.2084,164,29490,9799635093
22006482,22006482,2.2635,2.2386,22,374710,1207701286
22006918,22006918,2.1743,2.4208,26,777186,5682148659
22007176,22007176,2.0888,2.1275,71,62375,2860908164
22007763,22007763,2.4018,2.2063,987,201339,6415973399
22008079,22008079,2.425,2.2736,11,275398,4707444542
22008530,22008530,2.4041,2.3692,9,233829,5967678921
22008654,22008654,2.452,2.1648,62,122839,8619926191
22010015,22010015,2.2409,2.1291,50,434899,5336264513
22010044,22010044,2.1795,2.3009,172,237910,2326073244
22010253,22010253,2.1635,2.1888,54,658182,4724115005
22010722,22010722,2.4634,2.0228,65,766872,4137839611
22011650,22011650,2.4952,2.2272,63,438817,2634419689
22011998,22011998,2.4672,2.2431,18,398678,6156344322
22012337,22012337,2.4142,2.4534,158,60731,1155183437
22012339,22012339,2.1868,2.2004,173,153476,4027129926
22012439,22012439,2.1171,2.3122,41,380928,5968003607
22012904,22012904,2.0635,2.4265,31,753200,6914819828
22013845,22013845,2.3772,2.0166,46,367713,7702049746
22014245,22014245,2.1378,2.4579,68,661640,3121917243
22014478,22014478,2.4674,2.3712,398,648963,8416001620
22015205,22015205,2.0008,2.3136,596,784749,4443776587
22015234,22015234,2.1942,2.3029,75,118556,8682292628
22015247,22015247,2.2458,2.2842,61,17960,1754990946
22015573,22015573,2.3025,2.1096,5,351025,8283681418
22016476,22016476,2.3992,2.2591,20,517150,2819110495
22016826,22016826,2.2126,2.371,20,582080,2190290010
22016992,22016992,2.0609,2.1252,330,683443,8805392384
22017226,22017226,2.3315,2.0715,61,645950,5932915072
22017833,22017833,2.2773,2.1269,401,760128,7221622036
22018022,22018022,2.3425,2.3955,1,512807,3252321210
22018086,22018086,2.3484,2.268,67,636913,4707444542
22018087,22018087,2.3385,2.2129,156,562870,2636621520
22018426,22018426,2.0601,2.4181,78,345528,6914819828
22018469,22018469,2.2103,2.2312,75,123205,6642266790
22018956,22018956,2.3782,2.3616,68,439164,5742648155
22019076,22019076,2.11,2.0123,63,56802,2636897860
22019308,22019308,2.0966,2.3825,58,374725,8980163153
22019430,22019430,2.0657,2.429,70,79243,6914819828
22019660,22019660,2.4892,2.331,63,569847,8421868147
22019795,22019795,2.0645,2.4259,70,468214,6914819828
22020358,22020358,2.4673,2.3511,52,601506,4980449560
22020500,22020500,2.3227,2.2467,167,447198,5202212594
22023462,22023462,2.0997,2.2884,72,430917,5996801204
22023507,22023507,2.3545,2.4651,21,688542,5971252160
22024481,22024481,2.3742,2.459,57,474311,1837168749
22025079,22025079,2.3257,2.1862,58,85034,9983648790
22025985,22025985,2.2,2.092,7,338704,7707520131
22026211,22026211,2.0119,2.0236,66,557686,5782041571
22026541,22026541,2.2003,2.4926,63,585577,8636259224
22026619,22026619,2.2588,2.2675,58,611450,1754990946
22027025,22027025,2.4528,2.2722,24,131257,5265295166
22027429,22027429,2.1773,2.1281,57,124872,7431930642
22028086,22028086,2.4755,2.2453,67,586175,5611157367
22028147,22028147,2.0676,2.3639,163,80597,9858681735
22028483,22028483,2.2536,2.083,21,58820,7951255402
22028503,22028503,2.3911,2.4518,169,321961,8913970044
22028599,22028599,2.0364,2.4095,13,479653,5737973743
22028877,22028877,2.2655,2.1783,342,684630,5487991137
22029108,22029108,2.3487,2.3385,102,65905,4980449560
22029559,22029559,2.4274,2.254,82,642355,5336109353
22029974,22029974,2.3154,2.2814,48,99616,3733805904
22030212,22030212,2.4225,2.3414,66,581376,4980449560
22030371,22030371,2.3278,2.2687,16,595858,8329829655
22030509,22030509,2.1656,2.3406,61,578314,8914246980
22031007,22031007,2.3004,2.2676,12,433533,1754990946
22031562,22031562,2.1417,2.135,14,682806,8094717316
22031593,22031593,2.382,2.469,65,691494,1283702115
22031693,22031693,2.4632,2.2765,31,508173,1776893327
22031698,22031698,2.3703,2.2807,55,397350,2819110495
22032071,22032071,2.4124,2.2652,64,670415,2819110495
22032456,22032456,2.384,2.3772,53,200682,5967678921
22032514,22032514,2.206,2.2972,2,340115,9328313378
22032887,22032887,2.3996,2.4572,162,725429,1155183437
22033557,22033557,2.3181,2.2302,67,666206,2215885112
22033761,22033761,2.2326,2.0168,79,135161,3539133103
22034357,22034357,2.3381,2.2375,203,170176,7885119289
22034734,22034734,2.1048,2.0959,164,680264,6511693595
22035180,22035180,2.038,2.4716,68,781223,9904182060
22035515,22035515,2.3195,2.2275,152,696426,2215885112
22035984,22035984,2.2866,2.268,20,198761,6002369994
22036025,22036025,2.4489,2.1181,64,62973,1288374589
22036899,22036899,2.3158,2.2568,63,616753,4707444542
22036945,22036945,2.4086,2.3026,65,544812,6133982905
22037423,22037423,2.0489,2.4336,228,697872,5737973743
22037917,22037917,2.0484,2.0392,61,522809,4510055374
22037987,22037987,2.1012,2.3367,27,730952,6612358638
22038022,22038022,2.046,2.4132,57,541458,6914819828
22038617,22038617,2.4483,2.4174,80,626205,7398982187
22038843,22038843,2.4859,2.2564,219,725885,7168649657
22039194,22039194,2.0926,2.1382,172,216262,7166037093
22039398,22039398,2.483,2.2413,62,148390,7168649657
22039490,22039490,2.1409,2.3396,54,472436,4603607214
22040062,22040062,2.3367,2.2803,65,609858,4556103271
22040203,22040203,2.0908,2.4561,12,268992,4827214712
22040354,22040354,2.485,2.4216,48,698841,5806536504
22040695,22040695,2.0125,2.4574,18,477932,5737973743
22042540,22042540,2.2079,2.3405,19,692799,1763501324
22043098,22043098,2.4895,2.2314,10,62606,2634419689
22044412,22044412,2.4086,2.0822,153,289569,8744296252
22045503,22045503,2.205,2.0751,173,50936,5599234491
22046430,22046430,2.0598,2.3777,54,116394,6612358638
22046453,22046453,2.4803,2.3241,61,70911,8421868147
22046862,22046862,2.3985,2.3641,146,683016,7252670778
22047346,22047346,2.2225,2.3096,162,740764,8722778096
22048275,22048275,2.0921,2.3708,64,706279,8980163153
22048959,22048959,2.3446,2.3884,50,202980,7547963563
22049050,22049050,2.2488,2.1863,181,697585,5487991137
22049472,22049472,2.219,2.4962,71,716785,8636259224
22049736,22049736,2.0579,2.086,52,735190,4907914053
22050391,22050391,2.013,2.2694,12,356269,8910836365
22051140,22051140,2.1257,2.4049,258,509276,5682148659
22051453,22051453,2.0464,2.4768,7,128490,8561077637
22053436,22053436,2.261,2.1032,80,528379,9929803766
22054267,22054267,2.3258,2.4176,6,624605,9854557730
22054326,22054326,2.3888,2.2825,26,339004,2819110495
22055651,22055651,2.0504,2.319,40,648954,5659704830
22055829,22055829,2.4829,2.3191,56,544960,8421868147
22057194,22057194,2.3356,2.251,174,636918,4707444542
22058208,22058208,2.4898,2.3338,65,468661,8421868147
22058429,22058429,2.4918,2.3336,64,77139,8421868147
22058885,22058885,2.0232,2.4093,65,560688,7058877770
22059340,22059340,2.1305,2.4528,511,755835,4827214712
22059866,22059866,2.3689,2.1896,73,374279,9799635093
22060225,22060225,2.1009,2.3308,46,490992,5521748441
22060635,22060635,2.1658,2.3341,67,386366,8914246980
22060947,22060947,2.3133,2.4878,7,86226,7309958589
22060964,22060964,2.4214,2.1445,54,376161,3958678140
22061658,22061658,2.3081,2.0986,268,379246,4783462458
22062123,22062123,2.0089,2.254,62,427680,6276467807
22062239,22062239,2.0412,2.0203,10,705534,9145140443
22062303,22062303,2.4743,2.4186,39,713259,5806536504
22062379,22062379,2.1765,2.0245,9,149669,2285707987
22062707,22062707,2.2508,2.3302,56,24204,9775192577
22063066,22063066,2.1098,2.3829,63,543660,8980163153
22064172,22064172,2.1443,2.4938,14,132582,6679101345
22064464,22064464,2.2262,2.0951,68,157768,4907914053
22064929,22064929,2.3381,2.1697,83,125258,8185683592
22065639,22065639,2.4114,2.1859,41,737199,4726736726
22066064,22066064,2.3147,2.4286,198,163091,2559174693
22066084,22066084,2.0632,2.1534,44,676673,6232319657
22066625,22066625,2.3978,2.264,19,115984,2819110495
22067642,22067642,2.4851,2.2464,42,782219,7168649657
22067786,22067786,2.0396,2.3673,65,296683,2870156931
22069602,22069602,2.012,2.4824,69,407040,9904182060
22069679,22069679,2.1004,2.3696,51,762494,6612358638
22069902,22069902,2.3211,2.358,58,463414,5819752598
22070398,22070398,2.4624,2.2274,68,703669,6415973399
22070517,22070517,2.49,2.4375,70,591001,7398982187
22071823,22071823,2.4762,2.2304,63,473718,6415973399
22071954,22071954,2.1849,2.2537,5,725683,9163418858
22072349,22072349,2.0876,2.47,55,675067,4827214712
22072767,22072767,2.4076,2.1162,68,300059,5594593912
22073878,22073878,2.3996,2.3055,65,538117,9534631112
22074864,22074864,2.004,2.4196,73,183567,7058877770
22075607,22075607,2.4683,2.3236,16,485915,2190290010
22075757,22075757,2.1275,2.1565,12,705418,9499358753
22076120,22076120,2.4373,2.2158,59,453912,1891783132
22076418,22076418,2.0901,2.1932,71,616844,2850087121
22076643,22076643,2.1677,2.0023,174,267747,3539133103
22077016,22077016,2.2243,2.3803,13,192577,9953487159
22077751,22077751,2.344,2.4964,8,168220,7309958589
22078092,22078092,2.1632,2.0684,68,410907,4060061233
22078536,22078536,2.4774,2.0124,63,71732,4137839611
22079132,22079132,2.0522,2.2867,67,57073,2946155544
22079305,22079305,2.0149,2.4732,55,572375,9904182060
22079709,22079709,2.4504,2.3593,63,42291,5967678921
22079776,22079776,2.0352,2.4333,33,397449,5737973743
22079997,22079997,2.3262,2.3196,967,700828,9145312663
22080327,22080327,2.3334,2.2031,172,57859,9799635093
22080393,22080393,2.0312,2.3677,330,385606,6612358638
22080832,22080832,2.3809,2.2968,72,696598,4891942888
22080855,22080855,2.2135,2.0225,91,480614,3539133103
22081050,22081050,2.1188,2.38,6,170945,8803115779
22081546,22081546,2.1561,2.0201,57,551279,1877229383
22081636,22081636,2.4123,2.2832,170,210092,6201971924
22081819,22081819,2.2812,2.4923,63,291917,3661555534
22082325,22082325,2.0593,2.1393,7,55071,6203777077
22082671,22082671,2.3864,2.055,186,58769,3875389625
22083898,22083898,2.1332,2.0529,1,245199,9082794995
22084143,22084143,2.4419,2.3576,80,696519,6178218782
22084656,22084656,2.4135,2.0791,67,18785,8744296252
22085872,22085872,2.2801,2.262,53,304939,4303479833
22086439,22086439,2.4379,2.0107,69,707424,1026507711
22087581,22087581,2.0641,2.1182,6,673578,8805392384
22088370,22088370,2.4258,2.298,9,539317,4964581709
22089846,22089846,2.0418,2.3584,188,345363,6612358638
22089921,22089921,2.3968,2.2859,45,438374,2819110495
22090120,22090120,2.1253,2.0533,162,201863,1247398579
22090341,22090341,2.3707,2.3021,79,346750,4891942888
22090567,22090567,2.0515,2.4357,12,659604,6914819828
22090807,22090807,2.443,2.3343,66,67242,4980449560
22091050,22091050,2.3108,2.1689,9,184367,9983648790
22091092,22091092,2.261,2.4143,37,507362,5682148659
22091675,22091675,2.0329,2.4706,58,635269,9904182060
22091749,22091749,2.3766,2.2633,5,45373,6855801782
22091880,22091880,2.1865,2.1881,67,35107,4027129926
22091961,22091961,2.3511,2.2893,112,739618,4556103271
22092174,22092174,2.4183,2.1446,126,367144,3958678140
22093442,22093442,2.388,2.1129,92,678008,8805392384
22093477,22093477,2.2529,2.2235,37,3264,1207701286
22093528,22093528,2.0576,2.1711,28,108576,2850087121
22093850,22093850,2.0844,2.0338,60,408167,5014521982
22095116,22095116,2.2986,2.0668,50,401956,7727090889
22095239,22095239,2.4224,2.2811,102,691981,2819110495
22095260,22095260,2.4526,2.2267,59,730992,7842906061
22095853,22095853,2.1593,2.0153,60,213442,9073092678
22096774,22096774,2.2331,2.2508,37,213083,9163418858
22096822,22096822,2.4399,2.4177,71,596588,5806536504
22097145,22097145,2.4167,2.128,49,601789,1378382790
22097714,22097714,2.1708,2.0039,64,382795,1877229383
22098292,22098292,2.332,2.3017,10,262360,9328313378
22098633,22098633,2.0606,2.1236,51,527688,5643178496
22099378,22099378,2.4423,2.2292,428,77620,7168649657
22099689,22099689,2.381,2.2364,69,70374,4206192102
22100321,22100321,2.1605,2.0603,64,255305,4609253760
22100851,22100851,2.2622,2.1266,18,181328,4174151693
22101159,22101159,2.4511,2.2879,77,175897,7327800834
22102141,22102141,2.1607,2.1959,7,541869,4724115005
22102322,22102322,2.0483,2.4431,20,637672,5737973743
22102458,22102458,2.3154,2.3668,192,70955,3610237287
22103314,22103314,2.459,2.3496,81,256760,5514898219
22103581,22103581,2.4583,2.2945,57,639664,7327800834
22103848,22103848,2.1205,2.0566,67,268812,5571399000
22103930,22103930,2.3235,2.2688,57,687237,4707444542
22104427,22104427,2.1038,2.3702,67,180701,8980163153
22104580,22104580,2.487,2.2677,226,605112,5265295166
22104760,22104760,2.2232,2.3513,2,97143,1763501324
22105014,22105014,2.205,2.4723,176,536929,9348457044
22106014,22106014,2.4278,2.0211,11,351827,1026507711
22106940,22106940,2.2708,2.4701,67,667905,1999597424
22107539,22107539,2.0001,2.4938,75,53980,9904182060
22107789,22107789,2.4461,2.3533,172,459796,4687882637
22107997,22107997,2.3871,2.1657,58,368295,8933069632
22108068,22108068,2.3067,2.2865,66,674092,3733805904
22108584,22108584,2.0249,2.0514,14,223697,5014521982
22108936,22108936,2.4981,2.2556,70,512187,2634419689
22109688,22109688,2.3887,2.2708,33,35218,2819110495
22109887,22109887,2.4045,2.3234,71,351969,6339928285
22109988,22109988,2.2328,2.1244,61,165479,7431930642
22110667,22110667,2.2617,2.242,56,96552,1207701286
22110889,22110889,2.4317,2.1494,68,587660,3958678140
22111181,22111181,2.0747,2.4659,62,598652,4827214712
22111540,22111540,2.4295,2.0117,72,350351,1026507711
22112561,22112561,2.4852,2.3575,87,294540,6329243787
22113236,22113236,2.2156,2.0037,57,495331,3539133103
22113362,22113362,2.3819,2.1057,73,441994,1654137180
22113939,22113939,2.211,2.0389,5,427566,9161876198
22114103,22114103,2.2631,2.3472,44,663206,8612356943
22114838,22114838,2.48,2.3708,53,138546,7727342773
22116870,22116870,2.4731,2.1707,60,33563,8619926191
22116982,22116982,2.3699,2.3385,8,638964,8987843308
22117141,22117141,2.3017,2.01,14,289858,2114672663
22117461,22117461,2.4978,2.3269,69,90124,8421868147
22117706,22117706,2.3183,2.3932,364,334927,5391901741
22117739,22117739,2.0573,2.1739,9,71190,2850087121
22117966,22117966,2.4388,2.2798,55,385353,9328313378
22118323,22118323,2.3176,2.239,8,352276,8329829655
22118791,22118791,2.4403,2.2158,72,125335,2798916564
22118842,22118842,2.4162,2.1399,74,154354,3958678140
22119666,22119666,2.4488,2.3521,74,15505,4980449560
22119679,22119679,2.3545,2.1723,65,208835,8185683592
22119799,22119799,2.2133,2.2497,60,677506,6642266790
22119983,22119983,2.0344,2.2022,54,62754,9595198956
22121232,22121232,2.3398,2.0902,2,116768,4740794071
22121728,22121728,2.4434,2.3436,139,702432,4980449560
22122002,22122002,2.4353,2.1566,15,144066,3958678140
22122139,22122139,2.2897,2.3674,60,688517,5819752598
22122896,22122896,2.2746,2.1228,165,576622,4035441249
22122931,22122931,2.3392,2.4879,25,225777,7309958589
22123101,22123101,2.4804,2.2969,62,606168,9137541955
22123727,22123727,2.4097,2.1597,70,377344,3958678140
22124192,22124192,2.0101,2.2508,65,716520,8910836365
22124332,22124332,2.0431,2.4907,66,619927,9904182060
22124991,22124991,2.1732,2.0246,69,657770,1877229383
22125111,22125111,2.2062,2.1932,2,598487,9786352208
22125509,22125509,2.4777,2.4425,36,363692,4342357846
22125571,22125571,2.3597,2.0864,318,189126,6609528716
22125776,22125776,2.4246,2.3518,77,527938,4980449560
22126229,22126229,2.0202,2.2371,64,629822,1882937204
22127057,22127057,2.329,2.2588,69,496143,4160978754
22128289,22128289,2.4273,2.0761,69,736402,7511942547
22128531,22128531,2.0569,2.3641,747,372806,6612358638
22128836,22128836,2.3871,2.0926,81,146650,6551263469
22128879,22128879,2.006,2.2313,48,130209,3414402894
22129569,22129569,2.0463,2.4254,38,249223,6914819828
22130532,22130532,2.0427,2.4856,64,691576,9904182060
22130576,22130576,2.2345,2.3722,80,759392,1590988153
22130731,22130731,2.4033,2.0075,7,36613,8660608034
22130806,22130806,2.3975,2.0725,50,307499,2842463785
22132212,22132212,2.3319,2.3985,60,554376,7547963563
22132991,22132991,2.1877,2.1995,165,201929,4027129926
22132995,22132995,2.1951,2.3968,72,578324,3869813743
22133718,22133718,2.386,2.0897,49,98447,6609528716
22133802,22133802,2.1614,2.4377,51,301292,4727163874
22133833,22133833,2.4643,2.254,61,79787,2634419689
22134260,22134260,2.2784,2.1995,65,44897,9983648790
22135074,22135074,2.2842,2.3357,11,90686,4443776587
22135440,22135440,2.3076,2.1782,8,159870,8185683592
22137075,22137075,2.3603,2.2613,65,417248,6999024158
22137405,22137405,2.3314,2.4615,45,593944,5971252160
22137925,22137925,2.1019,2.373,60,706280,8980163153
22138364,22138364,2.1781,2.3306,63,415612,8914246980
22138635,22138635,2.3558,2.224,38,462619,7885119289
22138649,22138649,2.2498,2.3507,71,144703,9392262885
22138715,22138715,2.4383,2.3742,80,42796,3615845346
22138789,22138789,2.4818,2.1616,6,476862,7261385175
22138834,22138834,2.1569,2.2266,39,678612,2182603983
22139432,22139432,2.3915,2.4328,887,291056,9097046955
22140225,22140225,2.3944,2.1955,62,299622,2636621520
22140259,22140259,2.3201,2.2019,8,608566,5824142885
22141289,22141289,2.0239,2.4223,59,435844,5737973743
22141582,22141582,2.1332,2.4195,10,205266,7882186616
22141907,22141907,2.3651,2.0041,6,60860,7702049746
22142099,22142099,2.2479,2.4037,7,483123,5682148659
22142737,22142737,2.2294,2.1666,218,1033,5487991137
22142977,22142977,2.3113,2.1878,60,703448,9983648790
22143272,22143272,2.2782,2.17,20,782888,9983648790
22144230,22144230,2.4296,2.2594,35,621209,9804124209
22144670,22144670,2.1248,2.1978,81,357114,8635054095
22145098,22145098,2.1783,2.2009,32,227333,4724115005
22145115,22145115,2.3761,2.0037,9,387514,7702049746
22145278,22145278,2.4334,2.3398,981,488971,2089023022
22145515,22145515,2.4813,2.4439,18,700906,9348457044
22145743,22145743,2.4303,2.3627,5,69791,6178218782
22146220,22146220,2.0959,2.1012,20,282407,5061091813
22146318,22146318,2.1477,2.0544,60,607938,8901439897
22146468,22146468,2.086,2.1062,6,751193,4830766946
22146564,22146564,2.1439,2.1995,61,660438,4027129926
22146589,22146589,2.43,2.0511,21,691404,8360380515
22147634,22147634,2.0459,2.4344,73,65908,6914819828
22147809,22147809,2.1033,2.3685,3,669014,5967678921
22147830,22147830,2.3055,2.2074,72,117222,8635054095
22149276,22149276,2.0972,2.45,71,152352,4827214712
22149509,22149509,2.1954,2.1064,175,651034,9427381460
22149608,22149608,2.2616,2.395,64,556319,3610237287
22149775,22149775,2.3606,2.0193,77,606700,7702049746
22149777,22149777,2.4823,2.0573,395,97094,8968965707
22149787,22149787,2.1579,2.3451,63,679186,8914246980
22149794,22149794,2.1692,2.2971,12,219425,2326073244
22150354,22150354,2.098,2.0965,19,518515,4830766946
22150539,22150539,2.0491,2.4295,45,135331,5737973743
22151793,22151793,2.0038,2.4315,28,374978,7058877770
22151823,22151823,2.332,2.0787,60,673873,1245748975
22152016,22152016,2.2963,2.136,4,654847,2896274551
22152456,22152456,2.0442,2.3095,28,609137,8728649922
22152877,22152877,2.2065,2.4761,170,143565,3661555534
22153069,22153069,2.1567,2.2064,60,26696,4027129926
22154448,22154448,2.1769,2.2097,12,228129,4027129926
22154500,22154500,2.2781,2.3394,63,205735,4443776587
22154578,22154578,2.1107,2.1949,12,158007,7829813250
22154595,22154595,2.2014,2.3277,159,650511,9775192577
22155193,22155193,2.0655,2.0464,65,455285,5782041571
